HITId,HITTypeId,Title,Description,Keywords,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Modifier,Input.Aspect,Input.Sentiment,Answer.sentiment.label,Approve,Reject
34D9ZRXCZ1J5THWF27GVCDRTIGMAST,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:26 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:20 PDT 2022,,,3RSDURM96LB720NU7KF8F209A6PYEM,A1SLASX6PGAY8V,Approved,Thu May 19 07:35:05 PDT 2022,Thu May 19 07:35:37 PDT 2022,Sun May 22 07:35:37 PDT 2022,Thu May 19 07:55:58 PDT 2022,,,32,100% (3/3),100% (3/3),100% (3/3),proper,connection,(positive),Positive,,
3Z3R5YC0QDC148Q22N7D0JY6HFDFT0,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:26 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:20 PDT 2022,,,36U2A8VAGCOAO0F436QBDXDEU3LYK6,A3R9G09MWQW6OY,Approved,Thu May 19 07:35:13 PDT 2022,Thu May 19 07:43:39 PDT 2022,Sun May 22 07:43:39 PDT 2022,Thu May 19 07:56:37 PDT 2022,,,506,100% (10/10),100% (10/10),100% (10/10),little,bit,(negative),Negative,,
3BS6ERDLADWY4Q1UF44U1937LUMD6C,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:26 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:20 PDT 2022,,,3RXCAC0YI2EQ78S30B72GSXJU72G88,A1PF0W8RH1CLSB,Approved,Thu May 19 07:35:15 PDT 2022,Thu May 19 07:53:37 PDT 2022,Sun May 22 07:53:37 PDT 2022,Thu May 19 07:56:01 PDT 2022,,,1102,100% (6/6),100% (6/6),100% (6/6),lower,price,(negative),Negative,,
33KGGVH2546HVA5E0YTP0KFIT1IX10,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:26 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 07:34:26 PDT 2022,,,3GNCZX450TCA39EH0SH36SH6LMPAPA,A9HQ3E0F2AGVO,Approved,Thu May 19 07:35:09 PDT 2022,Thu May 19 07:35:13 PDT 2022,Sun May 22 07:35:13 PDT 2022,Thu May 19 07:55:58 PDT 2022,,,4,100% (2/2),100% (2/2),100% (2/2),perfect,sound,(very positive),Very Positive,,
3DIIW4IV9ZK1XED2OUCQV8Z6H8OI4Y,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:26 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:21 PDT 2022,,,3TPZPLC3MB1AJOFWRD2TJK30FCX3P7,A3R9G09MWQW6OY,Approved,Thu May 19 07:35:11 PDT 2022,Thu May 19 07:43:20 PDT 2022,Sun May 22 07:43:20 PDT 2022,Thu May 19 07:56:02 PDT 2022,,,489,100% (10/10),100% (10/10),100% (10/10),Sound,quality,(neutral),Neutral,,
3P458N04RB6OKVNAJ2T353PNL7WX2H,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:26 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:22 PDT 2022,,,33CID5710FIKS30YZL9M23UGA2W3L9,A260RVA65FR2IB,Approved,Thu May 19 07:35:08 PDT 2022,Thu May 19 07:57:19 PDT 2022,Sun May 22 07:57:19 PDT 2022,Thu May 19 08:06:32 PDT 2022,,,1331,100% (8/8),100% (8/8),100% (8/8),previous,item,(neutral),Neutral,,
3UEBBGULQPDG4L5R2SXN5FK80TKFUR,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:26 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:22 PDT 2022,,,33FBRBDW6ZODQWCYYPBJQ1C4WFA8CQ,A3MHLQBHJ266G,Approved,Thu May 19 07:35:09 PDT 2022,Thu May 19 07:37:15 PDT 2022,Sun May 22 07:37:15 PDT 2022,Thu May 19 07:56:34 PDT 2022,,,126,100% (18/18),100% (18/18),100% (18/18),wireless,items,(neutral),Neutral,,
34XASH8KM0B9IQPC7T26QZHIPD4MP9,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:26 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:22 PDT 2022,,,33TIN5LC0FZQ74WDZ9ZMNOZYJ99Y9C,A3EDVGLEXLUE5,Approved,Thu May 19 07:35:01 PDT 2022,Thu May 19 07:36:44 PDT 2022,Sun May 22 07:36:44 PDT 2022,Thu May 19 07:55:58 PDT 2022,,,103,100% (4/4),100% (4/4),100% (4/4),evident,gap,,Negative,,
35A1YQPVGO5JTXH22ZV0005KH4JI53,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:26 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:23 PDT 2022,,,3A0EX8ZRNJD9VXBAXTDIEUUO79CYBM,A2R99OKTW7QVER,Approved,Thu May 19 07:35:30 PDT 2022,Thu May 19 07:40:28 PDT 2022,Sun May 22 07:40:28 PDT 2022,Thu May 19 07:55:58 PDT 2022,,,298,100% (15/15),100% (15/15),100% (15/15),not properly,plug,,Negative,,
3ABAOCJ4SITUI2QR76HVQ47SU9QMQ0,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:26 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:23 PDT 2022,,,36AHBNMV1212AU9UBP4O9KIOAUOYDT,A260RVA65FR2IB,Approved,Thu May 19 07:35:05 PDT 2022,Thu May 19 07:57:06 PDT 2022,Sun May 22 07:57:06 PDT 2022,Thu May 19 08:06:32 PDT 2022,,,1321,100% (8/8),100% (8/8),100% (8/8),not fully,plug,,Neutral,,
35YHTYFL2QSGH0UR7I7S11MRE0TFVG,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:27 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:24 PDT 2022,,,33C7UALJVWNT3T20ISMZ95TDSIJ18T,A3R9G09MWQW6OY,Approved,Thu May 19 07:35:10 PDT 2022,Thu May 19 07:43:08 PDT 2022,Sun May 22 07:43:08 PDT 2022,Thu May 19 07:55:58 PDT 2022,,,478,100% (10/10),100% (10/10),100% (10/10),sound,quality,,Positive,,
3P4ZBJFX35STWPUWXSCON355L9VFWQ,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:27 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:25 PDT 2022,,,3570Y55XZ085MEJLDF5WF5LLNM4YG3,A6SPT88FAZLY1,Approved,Thu May 19 07:35:08 PDT 2022,Thu May 19 08:15:55 PDT 2022,Sun May 22 08:15:55 PDT 2022,Thu May 19 08:48:16 PDT 2022,,,2447,100% (2/2),100% (2/2),100% (2/2),great,quality,,Very Negative,,
3B6F54KMSC19ZTJF6ON21CYQEMGS1N,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:27 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:25 PDT 2022,,,3JRJSWSMQSA6MXQ6IZMIP84W15V3EM,A3MHLQBHJ266G,Approved,Thu May 19 07:34:57 PDT 2022,Thu May 19 07:36:30 PDT 2022,Sun May 22 07:36:30 PDT 2022,Thu May 19 07:56:01 PDT 2022,,,93,100% (18/18),100% (18/18),100% (18/18),better,sync,,Neutral,,
3126F2F5GISB62XZQVENDRC9GBDPEN,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:27 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:25 PDT 2022,,,38SKSKU7RCMZI6IHKOG969W5TKTILO,A3A4JW5Q9FQ1OW,Approved,Thu May 19 07:35:04 PDT 2022,Thu May 19 07:38:37 PDT 2022,Sun May 22 07:38:37 PDT 2022,Thu May 19 07:55:56 PDT 2022,,,213,100% (16/16),100% (16/16),100% (16/16),outdoors,TV,,Neutral,,
3XQ4XW3OEJ1GOE1BPSNG6V8V6SUS24,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:27 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:26 PDT 2022,,,3TPWUS5F8KQOGX8GWSRP4HFQEMCWCS,A3MHLQBHJ266G,Approved,Thu May 19 07:35:01 PDT 2022,Thu May 19 07:36:55 PDT 2022,Sun May 22 07:36:55 PDT 2022,Thu May 19 07:56:36 PDT 2022,,,114,100% (18/18),100% (18/18),100% (18/18),minutes,setup,,Neutral,,
3O71U79SSLE6VI54ZA60L4MTCXBMSP,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:27 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:26 PDT 2022,,,3DI28L7YXL3ACUCRVV8Z1FPZ3LH1ES,AS5OG2PNDHRVQ,Approved,Thu May 19 07:35:19 PDT 2022,Thu May 19 07:37:33 PDT 2022,Sun May 22 07:37:33 PDT 2022,Thu May 19 07:56:06 PDT 2022,,,134,100% (26/26),100% (26/26),100% (26/26),favorite,shows,,Neutral,,
3VMHWJRYI558LPZM7X8APMJCUB1FXJ,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:27 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:26 PDT 2022,,,333U7HK6IK4CF5EVPP3LZX30XQGDJF,A14FCJ9V19KSML,Approved,Thu May 19 07:35:09 PDT 2022,Thu May 19 08:08:49 PDT 2022,Sun May 22 08:08:49 PDT 2022,Thu May 19 08:09:59 PDT 2022,,,2020,100% (3/3),100% (3/3),100% (3/3),severe,problems,,Negative,,
3OCZWXS70YWLJYP8N2SDSGXCY8DL5K,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:27 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:27 PDT 2022,,,3ZR9AIQJUMYSD3UGA6SMEOUYL4H40M,AS5OG2PNDHRVQ,Approved,Thu May 19 07:35:24 PDT 2022,Thu May 19 07:37:55 PDT 2022,Sun May 22 07:37:55 PDT 2022,Thu May 19 07:56:06 PDT 2022,,,151,100% (26/26),100% (26/26),100% (26/26),static,problems,,Neutral,,
3QD8LUVX57NGJS6X1LV13ASZ5HNX5I,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:27 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:27 PDT 2022,,,3YDTZAI2W85SKSFY6PWMSTD8QWN14M,A59DVED5S9N9Y,Approved,Thu May 19 07:35:00 PDT 2022,Thu May 19 07:41:12 PDT 2022,Sun May 22 07:41:12 PDT 2022,Thu May 19 07:56:07 PDT 2022,,,372,100% (5/5),100% (5/5),100% (5/5),great,things,,Very Positive,,
3WGZLY9VDRBL84KI8J1SLNZYRPCD8Y,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:27 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:27 PDT 2022,,,31QTRG6Q242BZRCKGYVJ9EZDODRYP7,A36CMQ8MXQ4G0V,Approved,Thu May 19 07:35:18 PDT 2022,Thu May 19 07:36:05 PDT 2022,Sun May 22 07:36:05 PDT 2022,Thu May 19 07:56:36 PDT 2022,,,47,100% (10/10),100% (10/10),100% (10/10),longer,volume,,Neutral,,
3IHWR4LC8N22GF040X23CKFBJUKI85,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:28 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:27 PDT 2022,,,3IAS3U3I0Q5JUCI3486N5QTJSUIB2J,A2OP2ZANIM5ZV,Approved,Thu May 19 07:35:21 PDT 2022,Thu May 19 07:35:30 PDT 2022,Sun May 22 07:35:30 PDT 2022,Thu May 19 07:56:04 PDT 2022,,,9,100% (20/20),100% (20/20),100% (20/20),Good,sound,,Positive,,
3D42WVSDIIKXLUPWCTUC80QLWHVFYP,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:28 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:27 PDT 2022,,,39GHHAVOMQGZF9V2WE2SWT9UKDNJ48,A1NRZ7O1TEJB1V,Approved,Thu May 19 07:35:35 PDT 2022,Thu May 19 07:35:48 PDT 2022,Sun May 22 07:35:48 PDT 2022,Thu May 19 07:56:01 PDT 2022,,,13,100% (1/1),100% (1/1),100% (1/1),sure,for,,Positive,,
3HFWPF5ALJ859WXUTS1LP5DNC6US3F,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:28 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:28 PDT 2022,,,3WQ3B2KGEJ5C5R07L46907JE0O4B12,A36Z30RJ3WE7GT,Approved,Thu May 19 07:35:30 PDT 2022,Thu May 19 07:35:39 PDT 2022,Sun May 22 07:35:39 PDT 2022,Thu May 19 07:56:03 PDT 2022,,,9,100% (2/2),100% (2/2),100% (2/2),Little,pieces,,Neutral,,
367O8HRHLQXQRSGYT664ZA5TQ6QS40,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:28 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:28 PDT 2022,,,3Z4GS9HPN6Z3E1CJX3B2WFOVKKD779,A3MHLQBHJ266G,Approved,Thu May 19 07:35:18 PDT 2022,Thu May 19 07:37:59 PDT 2022,Sun May 22 07:37:59 PDT 2022,Thu May 19 07:55:59 PDT 2022,,,161,100% (18/18),100% (18/18),100% (18/18),cheap,plastic,,Negative,,
3JYPJ2TAZSX3CGXVL6YTV9X9SCSPF5,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:28 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:28 PDT 2022,,,374TNBHA8MKWZ3DZGBA89JPNT9DYQY,A1A7Y1FQU7GCLD,Approved,Thu May 19 07:35:21 PDT 2022,Thu May 19 07:41:25 PDT 2022,Sun May 22 07:41:25 PDT 2022,Thu May 19 07:56:05 PDT 2022,,,364,100% (22/22),100% (22/22),100% (22/22),bare,wire,,Neutral,,
3FDWKV9VDXRMAVX8OF10054HXUWMU5,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:28 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:28 PDT 2022,,,3SEPORI8WYO4HDGNN1F5XQJKVLWAZV,A3R9G09MWQW6OY,Approved,Thu May 19 07:35:12 PDT 2022,Thu May 19 07:43:30 PDT 2022,Sun May 22 07:43:30 PDT 2022,Thu May 19 07:56:02 PDT 2022,,,498,100% (10/10),100% (10/10),100% (10/10),totally,cord,,Positive,,
3VJ4PFXFKDWL8UOJRCBVRE9H3D7UAT,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:28 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:28 PDT 2022,,,3137ONMDKRU7G92UDET282T55A0GE7,A1A7Y1FQU7GCLD,Approved,Thu May 19 07:35:22 PDT 2022,Thu May 19 07:41:31 PDT 2022,Sun May 22 07:41:31 PDT 2022,Thu May 19 07:56:35 PDT 2022,,,369,100% (22/22),100% (22/22),100% (22/22),GREAT,set,,Very Positive,,
3INZSNUD9AFLM93SDB76LJU9BVUD9N,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:28 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:29 PDT 2022,,,31QNSG6A52I7EFH27838AFKQV4J78W,A1A7Y1FQU7GCLD,Approved,Thu May 19 07:35:23 PDT 2022,Thu May 19 07:41:37 PDT 2022,Sun May 22 07:41:37 PDT 2022,Thu May 19 07:56:04 PDT 2022,,,374,100% (22/22),100% (22/22),100% (22/22),white,noise,,Negative,,
3GV1I4SEPJEH22PMSL2IKMBCU3OL60,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 07:34:28 PDT 2022,1,BatchId:4744245;OriginalHitTemplateId:928390909;,3600,259200,Thu May 19 07:34:29 PDT 2022,,,3X31TUMD78BOI0MJCHV3EAFJCII1LF,A3S0MBPBY3XS5N,Approved,Thu May 19 07:35:40 PDT 2022,Thu May 19 07:35:49 PDT 2022,Sun May 22 07:35:49 PDT 2022,Thu May 19 07:56:03 PDT 2022,,,9,100% (1/1),100% (1/1),100% (1/1),very rigid,position,,Neutral,,
